Gene	Age	dnds	Degree	cai	GC_content	essentiality	marginal_essentiality	phylogenetic_capacitance
YBR223C	Eukaryota	0.14015	7	0.108	0.429	0	0.032262727	4
YBR225W	SCER_S28	0.09415	13	0.141	0.389	0	0.034737951	3
YBR227C	pre_Eukaryota	0.05615	4	0.166	0.379	0	0.017031374	4
YBR228W	Eukaryota	0.105066666667	4	0.114	0.385	0	0.022120067	4
YBR229C	pre_Eukaryota	0.10695	9	0.167	0.39	0	0.038091458	4
YBR230C	SCER_S28	0.08875	2	0.177	0.448	0	0.012501366	3
YBR231C	Eukaryota	0.0451	19	0.114	0.491	0	0.140830905	3
YBR233W	Eukaryota	0.0819	18	0.132	0.416	0	0.015411461	4
YBR234C	Eukaryota	0.0711	43	0.197	0.422	1	0.129287845	5
YBR235W	Eukaryota	0.02255	4	0.124	0.401	0	0.020861789	5
YBR236C	Eukaryota	0.0579	6	0.159	0.388	1	0.059492153	5
YBR237W	pre_Eukaryota	0.0857	7	0.131	0.381	1	0.080537174	4
YBR239C	SCER_S28	0.043	5	0.132	0.42	0	0.005960259	4
YBR240C	Eukaryota	0.08315	1	0.1	0.446	0	0.034109123	4
YBR241C	pre_Eukaryota	0.0348	11	0.108	0.507	0	0.05839739	3
YBR242W	pre_Eukaryota	0.117033333333	2	0.146	0.41	0	0.021133428	4
YBR243C	pre_Eukaryota	0.0306	6	0.133	0.407	1	0.023958113	5
YBR244W	N/A	0.0265	10	0.198	0.372	0	0.119150352	4
YBR245C	pre_Eukaryota	0.0354	49	0.192	0.378	0	0.051926012	5
YBR246W	pre_Eukaryota	0.0969	1	0.121	0.4	0	0.083826933	3
YBR247C	Eukaryota	0.0432	93	0.195	0.398	1	0.137356719	5
YBR248C	pre_Eukaryota	0.05895	2	0.16	0.415	0	0.014550434	5
YBR249C	Fungi	0.0207666666667	9	0.527	0.438	0	0.013743858	6
YBR250W	SCER_S28	0.0958666666667	2	0.145	0.351	0	0.028787223	4
YBR251W	pre_Eukaryota	0.0327666666667	53	0.138	0.407	0	0.361307054	4
YBR252W	pre_Eukaryota	0.0503333333333	5	0.183	0.476	1	0.076358542	4
YBR253W	SCER_S28	0.0958666666667	45	0.097	0.424	1	0.072744007	4
YBR254C	Eukaryota	0.0471	15	0.1	0.396	1	0.076761746	4
YBR255W	SCER_S28	0.05875	1	0.111	0.387	0	0.056420563	4
YBR256C	N/A	0.05895	2	0.161	0.387	1	0.066595702	4
YBR257W	Eukaryota	0.0915	11	0.126	0.346	1	0.080619158	4
YBR258C	SCER_S28	0.324266666667	8	0.144	0.369	0	0.019362434	3
YBR259W	N/A	0.2171	2	0.131	0.354	0	0.134235909	3
YBR260C	pre_Eukaryota	0.0324666666667	15	0.153	0.398	0	0.014707573	4
YBR261C	Eukaryota	0.0574333333333	42	0.126	0.487	0	0.034452448	4
YBR262C	SCER_S28	0.207333333333	2	0.112	0.459	0	0.212590708	4
YBR264C	Eukaryota	0.145033333333	9	0.068	0.432	0	0.025627931	4
YBR265W	pre_Eukaryota	0.0510333333333	4	0.15	0.454	1	0.021554484	4
YBR267W	Eukaryota	0.125933333333	18	0.167	0.447	0	0.290921196	4
YBR268W	N/A	0.115033333333	3	0.078	0.467	0	0.363278378	3
YBR269C	SCER_S28	0.0879	1	0.089	0.481	0	0.124919191	4
YBR270C	SCER_S28	0.07395	15	0.102	0.41	0	0.002512953	4
YBR271W	Eukaryota	0.17035	0	0.095	0.395	0	0.075251186	4
YBR272C	SCER_S28	0.1711	30	0.139	0.367	0	0.051715524	3
YBR273C	Eukaryota	0.1303	14	0.144	0.43	0	0.040077014	4
YBR274W	pre_Eukaryota	0.07815	32	0.152	0.378	0	0.091687105	3
YBR275C	SCER_S28	0.2224	11	0.123	0.362	0	0.005043179	3
YBR276C	Eukaryota	0.1317	3	0.116	0.382	0	0.026137583	3
YBR278W	SCER_S28	0.1329	10	0.118	0.415	0	0.222875904	4
YBR279W	Eukaryota	0.06355	31	0.184	0.39	0	0.280692606	3
YBR280C	Fungi	0.0916	7	0.124	0.417	0	0.026072877	3
YBR281C	pre_Eukaryota	0.0485	7	0.174	0.373	0	0.283710325	3
YBR282W	Eukaryota	0.0572666666667	16	0.139	0.402	0	0.358272308	4
YBR283C	pre_Eukaryota	0.0409333333333	40	0.27	0.387	0	0.136071795	4
YBR284W	Eukaryota	0.153433333333	4	0.112	0.389	0	0.288558199	4
YBR285W	SCER_S28	0.211833333333	7	0.165	0.375	0	0.066097785	4
YBR286W	pre_Eukaryota	0.0582666666667	5	0.332	0.425	0	0.027949175	4
YBR287W	Eukaryota	0.0405	4	0.188	0.4	0	0.015579856	5
YBR288C	Eukaryota	0.0666333333333	6	0.123	0.357	0	0.040354852	4
YBR289W	Eukaryota	0.08945	31	0.119	0.424	0	0.221732946	6
YBR290W	N/A	0.0348	41	0.106	0.386	0	0.016537045	4
YBR291C	Eukaryota	0.0331	4	0.148	0.418	0	0.300446076	5
YBR293W	pre_Eukaryota	0.07685	7	0.087	0.38	0	0.04388653	4
YBR294W	N/A	0.05895	0	0.13	0.399	0	0.011358883	3
YBR295W	pre_Eukaryota	0.2471	4	0.146	0.415	0	0.208320591	3
YBR296C	pre_Eukaryota	0.02955	3	0.254	0.408	0	0.012590058	5
YBR297W	N/A	0.122366666667	1	0.124	0.387	0	0.275711634	4
YBR298C	N/A	0.0871	19	0.164	0.408	0	0.160791079	3
YBR299W	pre_Eukaryota	0.0524666666667	5	0.227	0.404	0	0.039146165	5
YBR302C	SCER_S28	0.5053	0	0.134	0.376	0	NaN	2
YCL001W	N/A	0.0898	9	0.237	0.346	0	0.296891053	4
YCL002C	N/A	0.1982	1	0.095	0.348	0	0.042768398	4
YCL004W	N/A	0.0813666666667	2	0.125	0.383	1	0.086788528	4
YCL005W	SCER_S28	0.166233333333	1	0.095	0.431	0	0.343258728	4
YCL008C	pre_Eukaryota	0.2063	19	0.101	0.485	0	0.248208735	4
YCL009C	pre_Eukaryota	0.0257	13	0.242	0.502	0	0.01353628	6
YCL010C	Eukaryota	0.1075	23	0.104	0.467	0	0.146360625	3
YCL011C	Eukaryota	0.058	48	0.168	0.426	0	0.002634904	3
YCL014W	SCER_S28	0.18515	35	0.141	0.38	0	0.020629914	4
YCL016C	Eukaryota	0.0865	5	0.119	0.432	0	0.171155065	4
YCL017C	pre_Eukaryota	0.0243	11	0.226	0.432	1	0.082430135	5
YCL018W	N/A	0.0260333333333	2	0.438	0.441	0	0	3
YCL019W	N/A	0.526	5	0.152	0.371	0	NaN	4
YCL024W	pre_Eukaryota	0.12355	26	0.114	0.403	0	0.008397146	4
YCL025C	pre_Eukaryota	0.02925	37	0.245	0.441	0	0.061271824	4
YCL027W	SCER_S28	0.1482	32	0.105	0.409	0	0.017730775	4
YCL028W	SCER_S28	0.08075	64	0.185	0.454	0	0.005412267	4
YCL029C	Eukaryota	0.09215	21	0.133	0.437	0	0.128803942	4
YCL030C	pre_Eukaryota	0.05405	10	0.269	0.425	0	0.02736445	5
YCL031C	SCER_S28	0.0478	24	0.159	0.361	1	0.074402232	4
YCL032W	SCER_S28	0.105333333333	28	0.12	0.438	0	0.091142991	4
YCL033C	pre_Eukaryota	0.0857	3	0.12	0.49	0	0.056240728	3
YCL034W	Eukaryota	0.0532333333333	6	0.097	0.486	0	0.064793857	4
YCL035C	pre_Eukaryota	0.0427666666667	6	0.194	0.421	0	0.01109708	4
YCL036W	Fungi	0.1344	2	0.095	0.474	0	0.011443509	4
YCL037C	Eukaryota	0.17325	50	0.285	0.449	0	0.184470241	4
YCL038C	Fungi	0.086	3	0.121	0.395	0	0.056724318	4
YCL039W	pre_Eukaryota	0.05815	14	0.132	0.451	0	0.078065297	4
YCL040W	Eukaryota	0.0077	14	0.158	0.497	0	0.036610658	5
YCL042W	SCER_S28	0.769	2	0.06	0.521	0	0.040390867	4
YCL043C	pre_Eukaryota	0.0470333333333	20	0.404	0.474	1	0.085086838	4
YCL044C	SCER_S28	0.0505	7	0.13	0.453	0	0.023252778	4
YCL045C	Eukaryota	0.1416	5	0.165	0.386	0	0.041274585	3
YCL047C	N/A	0.10775	1	0.112	0.391	0	0.02417335	4
YCL048W	N/A	0.101266666667	3	0.168	0.37	0	0.021152789	4
YCL049C	SCER_S28	0.19735	0	0.143	0.436	0	0.018749235	4
YCL050C	SCER_S28	0.0568333333333	6	0.331	0.394	0	0.043059373	4
YCL051W	SCER_S28	0.179933333333	5	0.121	0.421	0	0.064595576	4
YCL052C	SCER_S28	0.104833333333	14	0.132	0.386	1	0.083934229	4
YCL054W	pre_Eukaryota	0.04215	30	0.253	0.382	1	0.091357968	6
YCL055W	Eukaryota	0.0244	6	0.167	0.383	0	0.071140425	4
YCL056C	SCER_S28	0.205633333333	11	0.094	0.338	0	0.035817329	4
YCL057W	pre_Eukaryota	0.107333333333	3	0.19	0.397	0	0.038396376	4
YCL059C	pre_Eukaryota	0.0131333333333	80	0.215	0.384	1	0.081709481	4
YCL061C	SCER_S28	0.1971	18	0.144	0.377	0	0.027187299	5
YCL063W	SCER_S28	0.1218	6	0.122	0.403	0	0.013454388	4
YCL064C	N/A	0.076	2	0.159	0.394	0	0.027319144	4
YCL066W	SCER_S28	0.193833333333	6	0.112	0.379	0	NaN	4
YCL067C	N/A	0.0198333333333	5	0.109	0.351	0	NaN	4
YCL073C	N/A	0.15	2	0.113	0.404	0	NaN	2
YCR002C	Eukaryota	0.01755	28	0.169	0.371	0	0.127702649	3
YCR003W	Eukaryota	0.148333333333	4	0.187	0.375	0	0.316547293	4
YCR004C	pre_Eukaryota	0.0461	10	0.199	0.451	0	0.015869309	4
YCR005C	pre_Eukaryota	0.0175666666667	7	0.186	0.399	0	0.026030633	4
YCR007C	SCER_S28	0.392866666667	10	0.134	0.363	0	0.016341465	1
YCR008W	pre_Eukaryota	0.04505	43	0.146	0.392	0	0.045307884	5
YCR009C	Eukaryota	0.00433333333333	48	0.21	0.384	0	0.252159199	5
YCR010C	N/A	0.0538	5	0.212	0.422	0	0.085601234	4
YCR011C	pre_Eukaryota	0.04515	6	0.14	0.379	0	0.032755352	4
YCR012W	pre_Eukaryota	0.0805	34	0.815	0.462	1	0.074582967	6
YCR014C	pre_Eukaryota	0.1769	17	0.149	0.36	0	0.052816351	4
YCR015C	Fungi	0.215766666667	1	0.157	0.349	0	0.026169545	4
YCR016W	SCER_S28	0.167666666667	13	0.164	0.362	0	0.02071872	4
YCR017C	N/A	0.0796	3	0.155	0.396	0	0.073486162	4
YCR018C	N/A	0.1991	1	0.133	0.374	0	NaN	3
YCR019W	N/A	0.149266666667	1	0.11	0.407	0	0.024891423	3
YCR020C	N/A	0.0683	3	0.207	0.389	0	0.136755623	3
YCR020C-A	SCER_S28	0.0652	7	0.14	0.394	0	NaN	4
YCR021C	Fungi	0.108033333333	32	0.23	0.429	0	0.034803063	4
YCR023C	pre_Eukaryota	0.073	3	0.133	0.381	0	0.030649913	4
YCR024C	pre_Eukaryota	0.07475	8	0.145	0.373	0	0.27989585	4
YCR026C	N/A	0.1367	1	0.118	0.403	0	0.115574545	4
YCR027C	Eukaryota	0.0641666666667	4	0.091	0.397	0	0.165705238	4
YCR028C	N/A	0.0401	6	0.13	0.402	0	0.383191077	3
YCR030C	Fungi	0.08565	36	0.167	0.417	0	0.152695023	4
YCR032W	N/A	0.20755	2	0.121	0.351	0	0.058547296	4
YCR033W	Eukaryota	0.14375	14	0.12	0.396	0	0.104243313	4
YCR034W	Eukaryota	0.0229333333333	67	0.239	0.383	0	0.39474952	5
YCR035C	SCER_S28	0.0717666666667	26	0.147	0.383	1	0.057268575	4
YCR036W	pre_Eukaryota	0.08725	3	0.16	0.399	0	0.048270974	4
YCR037C	N/A	0.0381	5	0.168	0.386	0	0.006212485	4
YCR038C	pre_Eukaryota	0.1931	7	0.125	0.394	0	NaN	4
YCR039C	N/A	0.0198333333333	6	0.109	0.351	0	NaN	4
YCR040W	N/A	0.193833333333	3	0.112	0.379	0	NaN	4
YCR042C	pre_Eukaryota	0.079	34	0.141	0.368	0	NaN	3
YCR043C	N/A	0.0719333333333	25	0.169	0.373	0	0.024512804	4
YCR044C	Eukaryota	0.1008	2	0.137	0.409	0	0.220716186	3
YCR045C	pre_Eukaryota	0.0296666666667	1	0.119	0.479	0	0.195547972	4
YCR046C	Fungi	0.0339666666667	33	0.114	0.525	0	0.209048722	4
YCR047C	Eukaryota	0.0268666666667	2	0.075	0.527	0	0.225419515	4
YCR048W	Eukaryota	0.05535	3	0.114	0.499	0	0.029524032	4
YCR051W	N/A	0.0589	3	0.141	0.533	0	0.021144011	3
YCR052W	Eukaryota	0.141833333333	27	0.13	0.459	1	0.050018057	4
YCR053W	pre_Eukaryota	0.0282	9	0.404	0.405	0	0.075180431	5
YCR054C	Eukaryota	0.114466666667	1	0.155	0.361	1	0.158067248	4
YCR057C	pre_Eukaryota	0.0422333333333	104	0.162	0.414	1	0.072257917	4
YCR059C	pre_Eukaryota	0.0242333333333	8	0.147	0.532	0	0.0199764	4
YCR060W	pre_Eukaryota	0.151466666667	13	0.076	0.498	0	0.024616594	3
YCR061W	N/A	0.0717666666667	25	0.12	0.491	0	0.228232167	4
YCR063W	Eukaryota	0.0523	30	0.13	0.482	0	0.144405212	4
YCR065W	Eukaryota	0.0975	9	0.138	0.418	0	0.101617958	3
YCR066W	Eukaryota	0.124	16	0.146	0.379	0	0.086292434	4
YCR067C	pre_Eukaryota	0.124	3	0.134	0.401	0	0.005455029	4
YCR068W	Eukaryota	0.1145	6	0.121	0.481	0	0.213512263	3
YCR069W	N/A	0.1312	2	0.181	0.435	0	0.141046952	4
YCR071C	Eukaryota	0.183	30	0.106	0.404	0	0.401808679	4
YCR072C	pre_Eukaryota	0.0105	27	0.169	0.434	1	0.094607624	5
YCR073C	pre_Eukaryota	0.1665	30	0.129	0.393	0	0.149001793	4
YCR075C	N/A	0.10505	5	0.088	0.433	0	0.149621608	3
YCR076C	SCER_S28	0.1371	5	0.084	0.483	0	0.031266606	3
YCR077C	Eukaryota	0.0612	64	0.181	0.435	0	0.250855511	4
YCR079W	Eukaryota	0.0497333333333	25	0.088	0.479	0	0.177709942	4
YCR081W	Fungi	0.0935	31	0.155	0.352	0	0.274227659	3
YCR082W	SCER_S28	0.1873	11	0.159	0.396	0	0.161327278	4
YCR083W	N/A	0.0703	6	0.157	0.417	0	0.178578551	4
YCR084C	pre_Eukaryota	0.0352	35	0.181	0.456	0	0.227602965	5
YCR086W	SCER_S28	0.0596666666667	64	0.087	0.442	0	0.051053768	4
YCR088W	pre_Eukaryota	0.1394	39	0.238	0.459	0	0.222645727	4
YCR090C	N/A	0.1478	2	0.164	0.366	0	0.035049808	4
YCR091W	pre_Eukaryota	0.1041	32	0.129	0.4	0	0.036382539	4
YCR092C	pre_Eukaryota	0.0521	10	0.117	0.366	0	0.053616442	3
YCR093W	Eukaryota	0.0646	51	0.169	0.364	1	0.028970499	3
YCR094W	Eukaryota	0.06605	6	0.13	0.368	0	0.047715439	4
YCR095C	SCER_S28	0.0637	4	0.108	0.341	0	0.041130271	4
YCR098C	pre_Eukaryota	0.05575	5	0.193	0.383	0	0.037305206	4
YCR102C	N/A	0.136766666667	2	0.2	0.443	0	0.011538745	4
YCR104W	N/A	0.07525	0	0.618	0.478	0	NaN	4
YCR105W	N/A	0.06	8	0.187	0.437	0	0.02856307	3
YCR106W	Fungi	0.2964	15	0.123	0.369	0	0.024981604	2
YDL001W	pre_Eukaryota	0.0166	8	0.14	0.374	0	0.023262474	4
YDL002C	Eukaryota	0.0813	41	0.103	0.381	0	0.053184506	4
YDL003W	Eukaryota	0.110733333333	30	0.136	0.384	1	0.085775239	4
YDL004W	pre_Eukaryota	0.0514666666667	6	0.205	0.398	1	0.044918145	4
YDL005C	SCER_S28	0.228666666667	37	0.168	0.384	0	0.080704383	4
YDL006W	Eukaryota	0.0223	24	0.119	0.384	0	0.22768755	4
YDL007W	pre_Eukaryota	0.0042	39	0.155	0.391	1	0.083904394	5
YDL008W	Eukaryota	0.07915	17	0.189	0.432	1	0.077250736	3
YDL010W	N/A	0.163433333333	2	0.109	0.38	0	0.043471784	4
YDL013W	SCER_S28	0.0554	51	0.112	0.428	0	0.251972182	3
YDL014W	pre_Eukaryota	0.0597	182	0.492	0.476	1	0.04984749	5
YDL015C	Eukaryota	0.0734	50	0.24	0.353	1	0.084055551	4
YDL017W	Eukaryota	0.0181	44	0.13	0.385	1	0.076783052	5
YDL018C	N/A	0.1019	5	0.141	0.384	0	0.061974804	4
YDL019C	Eukaryota	0.09285	20	0.148	0.404	0	0.04167479	5
YDL020C	Fungi	0.09965	17	0.141	0.384	0	0.109241075	4
YDL021W	N/A	0.0553	4	0.172	0.376	0	0.167800835	2
YDL022W	pre_Eukaryota	0.0257	6	0.46	0.439	0	0.183395047	4
YDL027C	N/A	0.18145	4	0.119	0.359	0	0.169989015	4
YDL028C	pre_Eukaryota	0.06975	47	0.113	0.37	1	0.083252895	4
YDL029W	Eukaryota	0.0079	63	0.209	0.415	1	0.085734141	4
YDL030W	Eukaryota	0.1672	64	0.134	0.378	1	0.078010351	4
YDL031W	pre_Eukaryota	0.057	58	0.192	0.389	1	0.088063369	4
YDL033C	N/A	0.1086	3	0.113	0.456	0	0.201543977	4
YDL035C	Fungi	0.0656	8	0.122	0.366	0	0.034910702	5
YDL036C	pre_Eukaryota	0.11685	3	0.128	0.385	0	0.04604122	4
YDL040C	pre_Eukaryota	0.103966666667	29	0.197	0.383	0	0.291515107	4
YDL042C	pre_Eukaryota	0.276	55	0.148	0.397	0	0.085590874	5
YDL043C	Eukaryota	0.123533333333	67	0.153	0.371	1	0.092574166	4
YDL044C	SCER_S28	0.1675	9	0.144	0.372	0	0.382023731	3
YDL045C	pre_Eukaryota	0.07985	2	0.135	0.393	1	0.105913958	4
YDL046W	Eukaryota	0.0638666666667	1	0.228	0.435	0	0.153420434	4
YDL047W	pre_Eukaryota	0.00363333333333	65	0.133	0.452	0	0.248199357	5
YDL048C	N/A	0.0829	3	0.141	0.449	0	0.046800105	3
YDL049C	SCER_S28	0.10075	1	0.121	0.428	0	0.164208914	4
YDL051W	Eukaryota	0.0681333333333	27	0.25	0.405	0	0.050821151	5
YDL052C	pre_Eukaryota	0.1262	21	0.213	0.425	0	0.011519273	3
YDL053C	SCER_S28	0.1778	27	0.127	0.425	0	0.031127861	3
YDL054C	pre_Eukaryota	0.05985	17	0.094	0.413	0	0.023500222	3
YDL055C	pre_Eukaryota	0.0125666666667	87	0.6	0.416	1	0.08486609	6
YDL056W	Fungi	0.0735	14	0.132	0.381	0	0.321911115	4
YDL057W	N/A	0.12055	3	0.104	0.417	0	0.174746155	4
YDL058W	pre_Eukaryota	0.1561	9	0.172	0.358	1	0.090687108	3
YDL059C	Eukaryota	0.139966666667	32	0.107	0.423	0	0.032309039	4
YDL060W	Eukaryota	0.0916	58	0.182	0.4	1	0.069029325	6
YDL061C	pre_Eukaryota	0.0145666666667	5	0.76	0.458	0	0.131491028	5
YDL063C	Eukaryota	0.0949333333333	4	0.121	0.356	0	0.045857764	4
YDL065C	Eukaryota	0.143866666667	26	0.151	0.372	0	0.049296941	4
YDL066W	Eukaryota	0.0218333333333	15	0.319	0.426	0	0.093423191	5
YDL067C	Fungi	0.0717	5	0.264	0.48	0	0.284514405	2
YDL069C	N/A	0.26765	3	0.104	0.338	0	0.309594767	4
YDL070W	Eukaryota	0.1767	36	0.162	0.369	0	0.047932724	4
YDL072C	Eukaryota	0.06655	9	0.176	0.414	0	0.112784566	3
YDL073W	N/A	0.1371	2	0.135	0.343	0	0.020468623	3
YDL074C	Eukaryota	0.0872	24	0.141	0.359	0	0.150608132	4
YDL076C	SCER_S28	0.1473	20	0.118	0.387	0	0.02005881	4
YDL077C	Eukaryota	0.0967	19	0.156	0.358	0	0.07179442	4
YDL078C	pre_Eukaryota	0.0502333333333	13	0.154	0.44	0	0.034628611	4
YDL079C	N/A	0.190666666667	7	0.143	0.393	0	0.031932555	4
YDL080C	pre_Eukaryota	0.0299666666667	7	0.103	0.409	0	0.033394252	4
YDL081C	pre_Eukaryota	0.169933333333	11	0.714	0.469	0	0.173535369	6
YDL082W	N/A	0.0783	97	0.652	0.43	0	0.20914839	2
YDL083C	N/A	0.0975	86	0.764	0.441	0	0.070978938	2
YDL084W	pre_Eukaryota	0.00886666666667	24	0.374	0.39	1	0.075203534	5
YDL085W	pre_Eukaryota	0.0469	10	0.139	0.436	0	0.016144362	4
YDL086W	pre_Eukaryota	0.0164333333333	1	0.179	0.47	0	0.113281069	4
YDL087C	Eukaryota	0.0871666666667	33	0.091	0.465	1	0.040821981	4
YDL088C	SCER_S28	0.1643	12	0.139	0.379	0	0.013176455	4
YDL089W	SCER_S28	0.2413	12	0.145	0.353	0	0.154756848	3
YDL090C	Eukaryota	0.1014	4	0.123	0.4	0	0.135625444	3
YDL091C	Eukaryota	0.0472	4	0.138	0.375	0	0.153064153	3
YDL092W	SCER_S28	0.14215	17	0.145	0.379	1	0.072365419	4
YDL095W	N/A	0.0564	31	0.227	0.428	0	0.021968979	4
YDL098C	Eukaryota	0.196966666667	27	0.121	0.375	1	0.097517567	4
YDL099W	SCER_S28	0.213	6	0.143	0.383	0	0.017403519	3
YDL100C	pre_Eukaryota	0.0263	46	0.322	0.397	0	0.169421482	6
YDL101C	pre_Eukaryota	0.06325	57	0.148	0.381	0	0.137799193	4
YDL103C	Eukaryota	0.09455	7	0.177	0.403	1	0.08038873	4
YDL106C	Eukaryota	0.05905	28	0.148	0.37	0	0.292242681	4
YDL107W	N/A	0.1607	4	0.115	0.36	0	0.273866795	4
YDL108W	Eukaryota	0.01365	28	0.115	0.397	1	0.089235469	5
YDL109C	N/A	0.190633333333	1	0.128	0.419	0	0.009798526	4
YDL110C	SCER_S28	0.0478333333333	3	0.143	0.476	0	0.020520572	4
YDL111C	pre_Eukaryota	0.0419	25	0.116	0.409	1	0.078892888	3
YDL112W	pre_Eukaryota	0.13565	8	0.147	0.365	0	0.022114758	4
YDL113C	pre_Eukaryota	0.065	14	0.141	0.372	0	0.176066318	3
YDL114W	pre_Eukaryota	0.12695	0	0.099	0.377	0	0.09646937	4
YDL115C	SCER_S28	0.12585	19	0.087	0.375	0	0.205931545	5
YDL116W	Eukaryota	0.0998	36	0.15	0.367	0	0.151991009	4
YDL117W	Eukaryota	0.0542	17	0.136	0.387	0	0.077557318	3
YDL119C	N/A	0.0539	1	0.093	0.398	0	0.244391786	4
YDL120W	N/A	0.1906	13	0.097	0.41	1	0.039416115	4
YDL121C	SCER_S28	0.0906333333333	2	0.151	0.369	0	0.024097399	4
YDL122W	N/A	0.0775	10	0.189	0.373	0	0.020389187	4
YDL123W	Eukaryota	0.122733333333	20	0.117	0.464	0	0.054315641	4
YDL124W	pre_Eukaryota	0.0797	4	0.197	0.41	0	0.021664992	3
YDL126C	pre_Eukaryota	0.01	70	0.307	0.418	1	0.135260551	6
YDL127W	Fungi	0.1247	62	0.13	0.383	0	0.022640801	4
YDL128W	pre_Eukaryota	0.0246	10	0.163	0.421	0	0.048544137	5
YDL129W	SCER_S28	0.1774	2	0.097	0.426	0	0.020353053	4
YDL131W	pre_Eukaryota	0.032	13	0.329	0.423	0	0.02465796	6
YDL132W	Eukaryota	0.0380333333333	42	0.158	0.377	1	0.072006665	4
YDL133W	SCER_S28	0.0497	2	0.133	0.392	0	0.048682029	4
YDL134C	pre_Eukaryota	0.0153	28	0.146	0.416	0	0.054100875	6
YDL135C	Eukaryota	0.0181333333333	6	0.2	0.371	0	0.011725902	4
YDL137W	pre_Eukaryota	0.0231333333333	14	0.387	0.422	0	0.0310631	6
YDL138W	pre_Eukaryota	0.0792	5	0.119	0.427	0	0.065123272	4
YDL139C	SCER_S28	0.222866666667	20	0.14	0.408	1	0.094864436	4
YDL141W	N/A	0.06495	5	0.131	0.403	1	0.024060675	3
YDL142C	N/A	0.207166666667	1	0.082	0.39	0	0.188652674	4
YDL143W	pre_Eukaryota	0.02115	34	0.225	0.42	1	0.080160655	5
YDL144C	Fungi	0.0693	5	0.118	0.487	0	0.045017758	3
YDL145C	pre_Eukaryota	0.0322	47	0.237	0.4	1	0.071128842	5
YDL146W	Eukaryota	0.08595	5	0.159	0.365	0	0.108173367	4
YDL147W	Eukaryota	0.0571	73	0.172	0.359	1	0.062753623	4
YDL148C	Eukaryota	0.0986	70	0.214	0.364	1	0.049907543	5
YDL149W	Eukaryota	0.0709	20	0.129	0.372	0	0.102918362	3
YDL150W	Eukaryota	0.1103	22	0.139	0.428	1	0.056565513	3
YDL153C	Eukaryota	0.0839	42	0.22	0.384	1	0.116883436	4
YDL154W	pre_Eukaryota	0.13945	8	0.123	0.367	0	0.037963282	4
YDL155W	Eukaryota	0.10395	40	0.13	0.416	0	0.019396534	4
YDL156W	pre_Eukaryota	0.0548666666667	13	0.131	0.422	0	0.013115253	4
YDL157C	SCER_S28	0.0648	2	0.216	0.393	0	0.213482701	4
YDL159W	pre_Eukaryota	0.05675	20	0.12	0.383	0	0.248961488	3
YDL160C	pre_Eukaryota	0.0193	56	0.21	0.393	0	0.175587237	5
YDL161W	Eukaryota	0.03765	12	0.14	0.41	0	0.022985003	4
YDL164C	pre_Eukaryota	0.05785	16	0.16	0.4	1	0.049958482	5
YDL165W	Eukaryota	0.01375	29	0.131	0.417	1	0.090906288	4
YDL166C	pre_Eukaryota	0.03735	11	0.146	0.431	1	0.09715501	3
YDL167C	pre_Eukaryota	0.13915	6	0.136	0.377	0	0.148487092	4
YDL168W	pre_Eukaryota	0.02615	11	0.243	0.428	0	0.022644454	5
YDL169C	N/A	0.125266666667	2	0.102	0.41	0	0.036865459	4
YDL170W	N/A	0.0963333333333	2	0.13	0.384	0	0.009995269	4
YDL173W	SCER_S28	0.0739333333333	7	0.164	0.443	0	0.165668416	3
YDL174C	N/A	0.0367	3	0.202	0.448	0	0.031426626	3
YDL175C	Eukaryota	0.0850333333333	21	0.131	0.395	0	0.043321046	4
YDL176W	N/A	0.07265	5	0.112	0.365	0	0.160113579	4
YDL177C	N/A	0.1203	0	0.14	0.404	0	0.017220705	4
YDL178W	pre_Eukaryota	0.0604	2	0.193	0.387	0	0.016108312	3
YDL179W	Fungi	0.204	94	0.115	0.386	0	0.041968645	4
YDL180W	SCER_S28	0.1661	1	0.108	0.386	0	0.010020303	4
YDL181W	Fungi	0.0265333333333	13	0.13	0.463	0	0.306131713	4
YDL182W	N/A	0.0178333333333	21	0.321	0.442	0	0.012204711	6
YDL183C	Eukaryota	0.09475	0	0.104	0.372	0	0.035833549	4
YDL185W	pre_Eukaryota	0.0146666666667	58	0.305	0.412	0	0.361579852	6
YDL186W	SCER_S28	0.08905	5	0.122	0.439	0	0.087927495	4
YDL188C	pre_Eukaryota	0.0166	45	0.16	0.416	0	0.130057209	6
YDL189W	SCER_S28	0.1678	11	0.121	0.4	0	0.219549199	3
YDL190C	Eukaryota	0.0361	18	0.177	0.375	0	0.081324801	3
YDL192W	pre_Eukaryota	0.018	69	0.524	0.4	0	0.126268241	6
YDL193W	pre_Eukaryota	0.1127	7	0.199	0.387	1	0.086018575	5
YDL194W	N/A	0.07855	3	0.13	0.402	0	0.073122703	5
YDL195W	pre_Eukaryota	0.0818	35	0.204	0.422	1	0.082826507	3
YDL197C	N/A	0.306933333333	8	0.123	0.433	0	0.030999124	2
YDL198C	N/A	0.0337	10	0.209	0.424	0	0.368328301	6
YDL199C	N/A	0.103966666667	13	0.104	0.393	0	0.017239234	4
YDL200C	N/A	0.109066666667	20	0.128	0.367	0	0.029582717	4
YDL201W	pre_Eukaryota	0.0389	7	0.19	0.402	0	0.010702134	5
YDL202W	pre_Eukaryota	0.1294	4	0.122	0.411	0	0.370152315	2
